"OverallQual";"YearBuilt";"YearRemodAdd";"MasVnrArea";"Foundation";"BsmtFinType1";"BsmtFinSF1";"TotalBsmtSF";"HeatingQC";"1stFlrSF";"2ndFlrSF";"GrLivArea";"FullBath";"Fireplaces";"FireplaceQu";"GarageCars";"GarageArea";"WoodDeckSF";"OpenPorchSF";"SaleType";"SaleCondition";"SalePrice"
5;1970;1970;0;"CBlock";"GLQ";553;630;"Ex";630;0;630;1;0;"NA";0;0;0;0;"WD";"Abnorml";92000
5;1974;1974;0;"CBlock";"Unf";0;896;"TA";896;896;1792;2;0;"NA";0;0;32;45;"WD";"Normal";136000
8;2008;2009;194;"PConc";"Unf";0;1573;"Ex";1578;0;1578;2;1;"Gd";3;840;0;36;"New";"Partial";287090
5;2005;2005;80;"PConc";"GLQ";547;547;"Gd";1072;0;1072;1;0;"NA";2;525;0;28;"WD";"Normal";145000
5;2006;2006;0;"PConc";"Unf";0;1140;"Ex";1140;0;1140;1;0;"NA";0;0;36;56;"WD";"Abnorml";84500
7;2004;2005;0;"PConc";"GLQ";410;1221;"Ex";1221;0;1221;2;0;"NA";2;400;0;113;"WD";"Normal";185000
6;1999;2000;0;"PConc";"Unf";0;953;"Ex";953;694;1647;2;1;"TA";2;460;0;40;"WD";"Normal";175000
6;1978;1988;119;"CBlock";"ALQ";790;1542;"TA";2073;0;2073;2;2;"TA";2;500;349;0;"WD";"Normal";210000
7;1941;2006;0;"Stone";"GLQ";275;1152;"Ex";1188;1152;2340;2;2;"Gd";1;252;0;60;"WD";"Normal";266500
5;1950;1996;0;"CBlock";"GLQ";49;1078;"Gd";1078;0;1078;1;0;"NA";1;240;366;0;"WD";"Normal";142125
5;1965;1965;0;"CBlock";"BLQ";830;1256;"Gd";1256;0;1256;1;0;"NA";1;276;736;68;"WD";"Normal";147500
